show_id,type,title,date_added,release_year,rating,duration_value,duration_unit
s346,Movie,"""Open Season: Scared Silly""",2022-09-05,2015,PG,85,min
s347,Movie,"""Pineapple Express""",2022-09-06,2008,R,112,min
s348,Movie,"""Planet 51""",2022-09-07,2009,PG,91,min
s349,Movie,"""Poms""",2022-09-08,2019,PG-13,91,min
s350,Movie,"""Seabiscuit""",2022-09-09,2003,PG-13,141,min
s351,Movie,"""Space Cowboys""",2022-09-10,2000,PG-13,130,min
s352,Movie,"""Team America: World Police""",2022-09-11,2004,R,98,min
s353,Movie,"""The Edge of Seventeen""",2022-09-12,2016,R,105,min
s354,Movie,"""The Haunting in Connecticut 2: Ghosts of Georgia""",2022-09-13,2013,R,101,min
s355,Movie,"""The Last Boy Scout""",2022-09-14,1991,R,105,min
s356,Movie,"""The Lincoln Lawyer""",2022-09-15,2011,R,118,min
s357,Movie,"""The Losers""",2022-09-16,2010,PG-13,97,min
s358,Movie,"""The Machinist""",2022-09-17,2004,R,102,min
s359,Movie,"""The Net""",2022-09-18,1995,PG-13,114,min
s360,Movie,"""The Original Kings of Comedy""",2022-09-19,2000,R,111,min
s361,Movie,"""Valentine's Day""",2022-09-20,2010,PG-13,125,min
s362,TV Show,"""Charmed""",2022-09-21,2021,TV-14,3,Season
s363,Movie,"""The Lost CafÃ©""",2022-09-22,2018,TV-14,76,min
s364,Movie,"""The Vault""",2022-09-23,2021,R,118,min
s365,TV Show,"""Centaurworld""",2022-09-24,2021,TV-Y7,1,Season
s366,Movie,"""Eyes of a Thief""",2022-09-25,2014,TV-14,103,min
s367,TV Show,"""Glow Up""",2022-09-26,2021,TV-14,3,Season
s368,Movie,"""I'm Glad I Did""",2022-09-27,2020,TV-14,114,min
s369,TV Show,"""Khawatir""",2022-09-28,2009,TV-14,1,Season
s370,TV Show,"""Myth & Mogul: John DeLorean""",2022-09-29,2021,TV-14,1,Season
s371,TV Show,"""Outer Banks""",2022-09-30,2021,TV-MA,2,Season
s372,Movie,"""Pomegranates and Myrrh""",2022-10-01,2009,TV-14,95,min
s373,Movie,"""Rurouni Kenshin: The Beginning""",2022-10-02,2021,TV-MA,138,min
s374,Movie,"""The Last Mercenary""",2022-10-03,2021,TV-MA,112,min
s375,Movie,"""Flower Girl""",2022-10-04,2013,TV-PG,94,min
s376,Movie,"""Resort to Love""",2022-10-05,2021,TV-14,102,min
s377,TV Show,"""Transformers: War for Cybertron: Kingdom""",2022-10-06,2021,TV-Y7,1,Season
s378,Movie,"""Bartkowiak""",2022-10-07,2021,TV-MA,92,min
s379,Movie,"""Fantastic Fungi""",2022-10-08,2019,TV-14,81,min
s380,TV Show,"""Tattoo Redo""",2022-10-09,2021,TV-MA,1,Season
s381,TV Show,"""The Flash""",2022-10-10,2021,TV-14,7,Season
s382,TV Show,"""The Snitch Cartel: Origins""",2022-10-11,2021,TV-MA,1,Season
s383,TV Show,"""All American""",2022-10-12,2021,TV-14,3,Season
s384,Movie,"""Department""",2022-10-13,2012,TV-MA,143,min
s385,Movie,"""Hostage House""",2022-10-14,2021,TV-14,86,min
s386,TV Show,"""How to Sell Drugs Online (Fast)""",2022-10-15,2021,TV-MA,3,Season
s387,TV Show,"""Mighty Express""",2022-10-16,2021,TV-Y,4,Season
s388,Movie,"""Mimi""",2022-10-17,2021,TV-14,132,min
s389,TV Show,"""Plastic Cup Boyz: Laughing My Mask Off!""",2022-10-18,2021,TV-MA,1,Season
s390,Movie,"""The Operative""",2022-10-19,2019,TV-MA,117,min
s391,TV Show,"""The Walking Dead""",2022-10-20,2019,TV-MA,10,Season
s392,TV Show,"""Wynonna Earp""",2022-10-21,2020,TV-MA,4,Season
s393,Movie,"""Django Unchained""",2022-10-22,2012,R,165,min
s394,Movie,"""A Second Chance:  Rivals!""",2022-10-23,2021,PG,91,min
s395,Movie,"""African America""",2022-10-24,2021,TV-MA,97,min
s396,Movie,"""Bankrolled""",2022-10-25,2021,TV-MA,97,min
s397,Movie,"""Blood Red Sky""",2022-10-26,2021,TV-MA,123,min
s398,TV Show,"""Feels Like Ishq""",2022-10-27,2021,TV-MA,1,Season
s399,Movie,"""Kingdom: Ashin of the North""",2022-10-28,2021,TV-MA,94,min
s400,TV Show,"""Masters of the Universe: Revelation""",2022-10-29,2021,TV-PG,1,Season
s401,TV Show,"""Revelations: The Masters of the Universe: Revelation Aftershow""",2022-10-30,2021,TV-PG,1,Season
s402,TV Show,"""Sky Rojo""",2022-10-31,2021,TV-MA,2,Season
s403,Movie,"""The Last Letter From Your Lover""",2022-11-01,2021,TV-MA,111,min
s404,TV Show,"""The Movies That Made Us""",2022-11-02,2021,TV-MA,2,Season
s405,Movie,"""9to5: The Story of a Movement""",2022-11-03,2021,TV-MA,85,min
s406,Movie,"""Chhota Bheem - Dinosaur World""",2022-11-04,2015,TV-Y,65,min
s407,Movie,"""Chhota Bheem - Neeli Pahaadi""",2022-11-05,2013,TV-Y7,64,min
s408,Movie,"""Chhota Bheem & Ganesh""",2022-11-06,2009,TV-Y7,68,min
s409,Movie,"""Chhota Bheem & Krishna: Mayanagari""",2022-11-07,2011,TV-Y7,67,min
s410,Movie,"""Chhota Bheem & Krishna: Pataliputra- City of the Dead""",2022-11-08,2010,TV-Y7,66,min
s411,Movie,"""Chhota Bheem And The Broken Amulet""",2022-11-09,2013,TV-Y7,64,min
s412,Movie,"""Chhota Bheem And The Crown of Valhalla""",2022-11-10,2013,TV-Y7,64,min
s413,Movie,"""Chhota Bheem and the Incan Adventure""",2022-11-11,2013,TV-Y7,65,min
s414,Movie,"""Chhota Bheem and The ShiNobi Secret""",2022-11-12,2013,TV-Y7,64,min
s415,Movie,"""Chhota Bheem Aur Hanuman""",2022-11-13,2012,TV-Y7,68,min
s416,Movie,"""Chhota Bheem aur Krishna""",2022-11-14,2009,TV-Y7,68,min
s417,Movie,"""Chhota Bheem aur Krishna vs Zimbara""",2022-11-15,2013,TV-Y7,64,min
s418,Movie,"""Chhota Bheem in African Safari""",2022-11-16,2015,TV-Y7,62,min
s419,Movie,"""Chhota Bheem Ka Roosi Romanch""",2022-11-17,2019,TV-Y,63,min
s420,Movie,"""Chhota Bheem: Bheem vs Aliens""",2022-11-18,2010,TV-Y7,69,min
s421,Movie,"""Chhota Bheem: Dholakpur to Kathmandu""",2022-11-19,2012,TV-Y7,70,min
s422,Movie,"""Chhota Bheem: Dus Pe Dus""",2022-11-20,2014,TV-Y7,63,min
s423,Movie,"""Chhota Bheem: Journey to Petra""",2022-11-21,2011,TV-Y7,68,min
s424,Movie,"""Chhota Bheem: Master of Shaolin""",2022-11-22,2011,TV-Y7,74,min
s425,Movie,"""Chhota Bheem: The Rise of Kirmada""",2022-11-23,2012,TV-Y7,68,min
s426,TV Show,"""Chicago Med""",2022-11-24,2019,TV-14,5,Season
s427,Movie,"""Cousins""",2022-11-25,2021,TV-MA,99,min
s428,Movie,"""Wannabe Courageous""",2022-11-26,2019,TV-14,90,min
s429,Movie,"""Words Bubble Up Like Soda Pop""",2022-11-27,2021,TV-G,87,min
s430,Movie,"""Sanitation Day""",2022-11-28,2020,TV-14,105,min
s431,TV Show,"""Sexy Beasts""",2022-11-29,2021,TV-14,1,Season
s432,TV Show,"""Too Hot to Handle: Brazil""",2022-11-30,2021,TV-MA,1,Season
s433,Movie,"""Trollhunters: Rise of the Titans""",2022-12-01,2021,TV-Y7,106,min
s434,Movie,"""Milkwater""",2022-12-02,2020,TV-MA,102,min
s435,TV Show,"""Okupas""",2022-12-03,2020,TV-MA,1,Season
s436,TV Show,"""Touch Your Heart""",2022-12-04,2019,TV-MA,1,Season
s437,Movie,"""The Tambour of Retribution""",2022-12-05,2021,TV-14,91,min
s438,Movie,"""Cosmic Sin""",2022-12-06,2021,R,88,min
s439,Movie,"""2 Weeks in Lagos""",2022-12-07,2020,TV-PG,107,min
s440,Movie,"""Deep""",2022-12-08,2021,TV-MA,101,min
s441,TV Show,"""Explained""",2022-12-09,2021,TV-MA,3,Season
s442,Movie,"""Fear Street Part 3: 1666""",2022-12-10,2021,R,114,min
s443,TV Show,"""Johnny Test""",2022-12-11,2021,TV-Y7,1,Season
s444,Movie,"""La ley de Herodes""",2022-12-12,1999,R,123,min
s445,TV Show,"""Naomi Osaka""",2022-12-13,2021,TV-14,1,Season
s446,Movie,"""The Beguiled""",2022-12-14,2017,R,94,min
s447,Movie,"""The Book of Henry""",2022-12-15,2017,PG-13,105,min
s448,Movie,"""The Twilight Saga: Breaking Dawn: Part 1""",2022-12-16,2011,PG-13,117,min
s449,Movie,"""The Twilight Saga: Breaking Dawn: Part 2""",2022-12-17,2012,PG-13,115,min
s450,Movie,"""The Twilight Saga: Eclipse""",2022-12-18,2010,PG-13,124,min
s451,Movie,"""The Twilight Saga: New Moon""",2022-12-19,2009,PG-13,131,min
s452,Movie,"""Twilight""",2022-12-20,2008,PG-13,122,min
s453,Movie,"""A Perfect Fit""",2022-12-21,2021,TV-PG,113,min
s454,TV Show,"""BEASTARS""",2022-12-22,2021,TV-MA,2,Season
s455,Movie,"""Cheech & Chong's Still Smokin""",2022-12-23,1983,TV-MA,91,min
s456,Movie,"""Emicida: AmarElo - Live in SÃ£o Paulo""",2022-12-24,2021,TV-MA,100,min
s457,TV Show,"""Her Private Life""",2022-12-25,2019,TV-14,1,Season
s458,Movie,"""Lift Like a Girl""",2022-12-26,2021,TV-PG,93,min
s459,Movie,"""My Amanda""",2022-12-27,2021,TV-14,90,min
s460,TV Show,"""Never Have I Ever""",2022-12-28,2021,TV-14,2,Season
s461,Movie,"""Surf's Up""",2022-12-29,2007,PG,86,min
s462,Movie,"""The Unknown Saint""",2022-12-30,2019,TV-14,100,min
s463,Movie,"""This Changes Everything""",2022-12-31,2019,TV-MA,96,min
s464,Movie,"""A Classic Horror Story""",2023-01-01,2021,TV-MA,95,min
s465,Movie,"""Gunpowder Milkshake""",2023-01-02,2021,R,115,min
s466,TV Show,"""Heist""",2023-01-03,2021,TV-MA,1,Season
s467,TV Show,"""My Unorthodox Life""",2023-01-04,2021,TV-MA,1,Season
s468,Movie,"""Private Network: Who Killed Manuel BuendÃ­a?""",2023-01-05,2021,TV-MA,100,min
s469,Movie,"""The Guide to the Perfect Family""",2023-01-06,2021,TV-MA,102,min
s470,Movie,"""American Woman""",2023-01-07,2019,TV-MA,87,min
s471,Movie,"""Bridgerton - The Afterparty""",2023-01-08,2021,TV-14,39,min
s472,Movie,"""Day of Destiny""",2023-01-09,2021,TV-PG,110,min
s473,TV Show,"""Ridley Jones""",2023-01-10,2021,TV-Y,1,Season
s474,Movie,"""Born to Play""",2023-01-11,2020,TV-MA,93,min
s475,Movie,"""American Ultra""",2023-01-12,2015,R,96,min
s476,Movie,"""The Stand-Up""",2023-01-13,2019,TV-MA,93,min
s477,Movie,"""The Tour""",2023-01-14,2016,TV-MA,93,min
s478,TV Show,"""Atypical""",2023-01-15,2021,TV-14,4,Season
s479,TV Show,"""Biohackers""",2023-01-16,2021,TV-MA,2,Season
s480,Movie,"""Fear Street Part 2: 1978""",2023-01-17,2021,R,111,min
s481,Movie,"""Finding Hubby""",2023-01-18,2020,TV-14,105,min
s482,Movie,"""How I Became a Superhero""",2023-01-19,2021,TV-MA,101,min
s483,TV Show,"""How to Become a Tyrant""",2023-01-20,2021,TV-MA,1,Season
s484,Movie,"""Last Summer""",2023-01-21,2021,TV-MA,102,min
s485,Movie,"""Lee Su-geun: The Sense Coach""",2023-01-22,2021,TV-G,46,min
s486,Movie,"""Lethal Love""",2023-01-23,2021,TV-14,89,min
s487,Movie,"""Ratchet and Clank""",2023-01-24,2016,PG,94,min
s488,TV Show,"""The Cook of Castamar""",2023-01-25,2021,TV-MA,1,Season
s489,TV Show,"""Virgin River""",2023-01-26,2021,TV-14,3,Season
s490,Movie,"""Back to Q82""",2023-01-27,2017,TV-14,104,min
s491,TV Show,"""Elize Matsunaga: Once Upon a Crime""",2023-01-28,2021,TV-MA,1,Season
s492,Movie,"""Home Again""",2023-01-29,2017,PG-13,97,min
s493,Movie,"""Midnight Sun""",2023-01-30,2018,PG-13,91,min
s494,TV Show,"""RESIDENT EVIL: Infinite Darkness""",2023-01-31,2021,TV-MA,1,Season
s495,Movie,"""Rock the Kasbah""",2023-02-01,2015,R,106,min
s496,Movie,"""Awon Boyz""",2023-02-02,2019,TV-MA,38,min
s497,Movie,"""Brick Mansions""",2023-02-03,2014,PG-13,90,min
s498,TV Show,"""Cat People""",2023-02-04,2021,TV-14,1,Season
s499,Movie,"""Clash""",2023-02-05,2020,TV-MA,87,min
s500,TV Show,"""Dogs""",2023-02-06,2021,TV-PG,2,Season
s501,Movie,"""Major Grom: Plague Doctor""",2023-02-07,2021,TV-MA,138,min
s502,Movie,"""Mama Drama""",2023-02-08,2020,TV-MA,105,min
s503,Movie,"""Tango With Me""",2023-02-09,2010,TV-14,104,min
s504,TV Show,"""The Mire""",2023-02-10,2021,TV-MA,2,Season
s505,TV Show,"""The War Next-door""",2023-02-11,2021,TV-MA,1,Season
s506,Movie,"""Therapy""",2023-02-12,2020,TV-PG,85,min
s507,Movie,"""This Little Love Of Mine""",2023-02-13,2021,TV-G,92,min
s508,Movie,"""Three Thieves""",2023-02-14,2019,TV-14,108,min
s509,Movie,"""A Land Imagined""",2023-02-15,2019,TV-MA,95,min
s510,TV Show,"""Ask the StoryBots""",2023-02-16,2019,TV-Y,3,Season
s511,TV Show,"""Between""",2023-02-17,2016,TV-14,2,Season
s512,TV Show,"""Chelsea""",2023-02-18,2017,TV-MA,2,Season
s513,TV Show,"""Code Lyoko""",2023-02-19,2007,TV-Y7,4,Season
s514,TV Show,"""Colony""",2023-02-20,2018,TV-14,3,Season
s515,TV Show,"""Cuckoo""",2023-02-21,2019,TV-MA,5,Season
s516,TV Show,"""Derry Girls""",2023-02-22,2019,TV-MA,2,Season
s517,TV Show,"""Girl from Nowhere""",2023-02-23,2021,TV-MA,2,Season
s518,TV Show,"""Good Morning Call""",2023-02-24,2017,TV-14,2,Season
s519,Movie,"""Har Kisse Ke Hisse: Kaamyaab""",2023-02-25,2020,TV-14,105,min
s520,TV Show,"""I AM A KILLER""",2023-02-26,2020,TV-MA,2,Season
s521,TV Show,"""I Think You Should Leave with Tim Robinson""",2023-02-27,2021,TV-MA,2,Season
s522,TV Show,"""Kim's Convenience""",2023-02-28,2021,TV-MA,5,Season
s523,TV Show,"""Larva""",2023-03-01,2015,TV-Y7,3,Season
s524,TV Show,"""Marcella""",2023-03-02,2019,TV-MA,3,Season
s525,TV Show,"""Midnight Diner: Tokyo Stories""",2023-03-03,2019,TV-MA,2,Season
s526,TV Show,"""My Little Pony: Friendship Is Magic""",2023-03-04,2018,TV-Y,8,Season
s527,TV Show,"""Orange Is the New Black""",2023-03-05,2019,TV-MA,7,Season
s528,TV Show,"""Puffin Rock""",2023-03-06,2016,TV-Y,2,Season
s529,Movie,"""Rehmataan""",2023-03-07,2012,TV-14,116,min
s530,Movie,"""Return of the Prodigal Son""",2023-03-08,1976,TV-MA,124,min
s531,TV Show,"""Richie Rich""",2023-03-09,2015,TV-G,2,Season
s532,Movie,"""Rise: Ini Kalilah""",2023-03-10,2018,TV-PG,101,min
s533,TV Show,"""Scream""",2023-03-11,2019,TV-MA,3,Season
s534,TV Show,"""Shtisel""",2023-03-12,2021,TV-14,3,Season
s535,Movie,"""Si Doel the Movie 2""",2023-03-13,2019,TV-G,95,min
s536,TV Show,"""Some Assembly Required""",2023-03-14,2015,TV-Y,2,Season
s537,TV Show,"""Tales by Light""",2023-03-15,2018,TV-14,3,Season
s538,TV Show,"""Terrace House: Opening New Doors""",2023-03-16,2018,TV-14,6,Season
s539,TV Show,"""The A List""",2023-03-17,2021,TV-PG,2,Season
s540,TV Show,"""The New Legends of Monkey""",2023-03-18,2020,TV-PG,2,Season
s541,TV Show,"""The Worst Witch""",2023-03-19,2020,TV-G,4,Season
s542,Movie,"""Truckbhar Swapna""",2023-03-20,2018,TV-14,128,min
s543,Movie,"""Ujala""",2023-03-21,1959,TV-14,143,min
s544,TV Show,"""Undercover""",2023-03-22,2020,TV-MA,2,Season
s545,TV Show,"""Workin' Moms""",2023-03-23,2021,TV-MA,5,Season
s546,TV Show,"""YooHoo to the Rescue""",2023-03-24,2020,TV-Y,3,Season
s547,TV Show,"""You Are My Spring""",2023-03-25,2021,TV-14,1,Season
s548,TV Show,"""We the People""",2023-03-26,2021,TV-Y7,1,Season
s549,TV Show,"""Grey's Anatomy""",2023-03-27,2020,TV-14,17,Season
s550,TV Show,"""Big Timber""",2023-03-28,2020,TV-14,1,Season
s551,Movie,"""Fear Street Part 1: 1994""",2023-03-29,2021,R,107,min
s552,Movie,"""Haseen Dillruba""",2023-03-30,2021,TV-MA,136,min
s553,Movie,"""Holiday on Mars""",2023-03-31,2020,TV-MA,94,min
s554,TV Show,"""Mortel""",2023-04-01,2019,TV-MA,2,Season
s555,Movie,"""RattleSnake - The Ahanna Story""",2023-04-02,2020,TV-MA,136,min
s556,Movie,"""Snowpiercer""",2023-04-03,2013,R,126,min
s557,Movie,"""The 8th Night""",2023-04-04,2021,TV-14,116,min
s558,Movie,"""Winchester""",2023-04-05,2018,PG-13,100,min
s559,Movie,"""6 Bullets""",2023-04-06,2012,R,115,min
s560,Movie,"""Air Force One""",2023-04-07,1997,R,125,min
s561,Movie,"""Audible""",2023-04-08,2021,PG-13,39,min
s562,Movie,"""Austin Powers in Goldmember""",2023-04-09,2002,PG-13,94,min
s563,Movie,"""Austin Powers: International Man of Mystery""",2023-04-10,1997,PG-13,90,min
s564,Movie,"""Austin Powers: The Spy Who Shagged Me""",2023-04-11,1999,PG-13,95,min
s565,Movie,"""Boogie Nights""",2023-04-12,1997,R,155,min
s566,TV Show,"""Bureau of Magical Things""",2023-04-13,2020,TV-G,1,Season
s567,Movie,"""Charlie's Angels""",2023-04-14,2000,PG-13,98,min
s568,Movie,"""Congo""",2023-04-15,1995,PG-13,108,min
s569,Movie,"""Dennis the Menace""",2023-04-16,1993,PG,96,min
s570,Movie,"""Dreamy Eyes""",2023-04-17,2019,TV-14,117,min
s571,Movie,"""Dynasty Warriors""",2023-04-18,2021,TV-14,118,min
s572,TV Show,"""Generation 56k""",2023-04-19,2021,TV-MA,1,Season
s573,Movie,"""Hampstead""",2023-04-20,2019,PG-13,103,min
s574,Movie,"""Kung Fu Panda""",2023-04-21,2008,PG,94,min
s575,Movie,"""Kung Fu Panda 2""",2023-04-22,2011,PG,93,min
s576,Movie,"""Life as We Know It""",2023-04-23,2010,PG-13,115,min
s577,Movie,"""Mary Magdalene""",2023-04-24,2019,R,120,min
s578,TV Show,"""Masameer County""",2023-04-25,2021,TV-MA,1,Season
s579,Movie,"""Memoirs of a Geisha""",2023-04-26,2005,PG-13,145,min
s580,Movie,"""Midnight Run""",2023-04-27,1988,R,126,min
s581,Movie,"""Mobile Suit Gundam Hathaway""",2023-04-28,2021,TV-14,96,min
s582,Movie,"""Mortal Kombat""",2023-04-29,1995,PG-13,101,min
s583,Movie,"""Mother's Day""",2023-04-30,2016,PG-13,118,min
s584,Movie,"""No Strings Attached""",2023-05-01,2011,R,109,min
s585,Movie,"""Not Another Teen Movie""",2023-05-02,2001,R,89,min
s586,Movie,"""Ophelia""",2023-05-03,2018,PG-13,106,min
s587,Movie,"""Pet Sematary 2""",2023-05-04,1992,R,101,min
s588,TV Show,"""Quarantine Tales""",2023-05-05,2020,TV-MA,1,Season
s589,TV Show,"""Rainbow Rangers""",2023-05-06,2018,TV-Y,1,Season
s590,Movie,"""Red Joan""",2023-05-07,2019,R,101,min
s591,TV Show,"""Sailor Moon Crystal""",2023-05-08,2016,TV-Y7,3,Season
s592,Movie,"""Seven Pounds""",2023-05-09,2008,PG-13,123,min
s593,Movie,"""She's Out of My League""",2023-05-10,2010,R,106,min
s594,Movie,"""Snow Day""",2023-05-11,2000,PG,89,min
s595,Movie,"""Star Trek""",2023-05-12,2009,PG-13,128,min
s596,Movie,"""Stuart Little""",2023-05-13,1999,PG,85,min
s597,Movie,"""Sword of Trust""",2023-05-14,2019,R,89,min
s598,Movie,"""Talladega Nights: The Ballad of Ricky Bobby""",2023-05-15,2006,PG-13,108,min
s599,Movie,"""The American""",2023-05-16,2010,R,105,min
s600,Movie,"""The Best of Enemies""",2023-05-17,2019,PG-13,133,min
s601,Movie,"""The Game""",2023-05-18,1997,R,129,min
s602,Movie,"""The Karate Kid""",2023-05-19,1984,PG,127,min
s603,Movie,"""The Karate Kid Part II""",2023-05-20,1986,PG,113,min
s604,Movie,"""The Karate Kid Part III""",2023-05-21,1989,PG,112,min
s605,Movie,"""The Life of David Gale""",2023-05-22,2003,R,130,min
s606,Movie,"""The Long Riders""",2023-05-23,1980,R,100,min
s607,Movie,"""The Queen""",2023-05-24,2006,PG-13,103,min
s608,Movie,"""The Strangers""",2023-05-25,2008,R,85,min
s609,Movie,"""The Sum of All Fears""",2023-05-26,2002,PG-13,124,min
s610,Movie,"""The Tourist""",2023-05-27,2010,PG-13,103,min
s611,Movie,"""Underworld""",2023-05-28,2003,R,121,min
s612,Movie,"""Underworld: Awakening""",2023-05-29,2012,R,89,min
s613,Movie,"""Underworld: Rise of the Lycans""",2023-05-30,2009,R,92,min
s614,Movie,"""Voiceless""",2023-05-31,2020,TV-MA,112,min
s615,Movie,"""What Dreams May Come""",2023-06-01,1998,PG-13,114,min
s616,Movie,"""Why Do Fools Fall in Love""",2023-06-02,1998,R,116,min
s617,Movie,"""Working Title""",2023-06-03,2019,R,110,min
s618,TV Show,"""Young Royals""",2023-06-04,2021,TV-MA,1,Season
s619,Movie,"""America: The Motion Picture""",2023-06-05,2021,TV-MA,98,min
s620,Movie,"""Deranged""",2023-06-06,2020,TV-14,98,min
s621,TV Show,"""Droppin' Cash: Los Angeles""",2023-06-07,2019,TV-MA,1,Season
s622,TV Show,"""LegendÂ ofÂ Exorcism""",2023-06-08,2020,TV-14,1,Season
s623,Movie,"""Lying and Stealing""",2023-06-09,2019,R,100,min
s624,Movie,"""Mommy Issues""",2023-06-10,2021,TV-MA,90,min
s625,Movie,"""Prime Time""",2023-06-11,2021,TV-MA,92,min
s626,TV Show,"""Somos.""",2023-06-12,2021,TV-MA,1,Season
s627,TV Show,"""Sophie: A Murder in West Cork""",2023-06-13,2021,TV-MA,1,Season
s628,TV Show,"""The Daily Life of the Immortal King""",2023-06-14,2020,TV-14,1,Season
s629,TV Show,"""StarBeam""",2023-06-15,2021,TV-Y,4,Season
s630,Movie,"""A Way Back Home""",2023-06-16,2020,TV-14,82,min
s631,Movie,"""Killing Them Softly""",2023-06-17,2012,R,97,min
s632,TV Show,"""The Seven Deadly Sins""",2023-06-18,2021,TV-14,5,Season
s633,Movie,"""Wanted""",2023-06-19,2019,TV-14,90,min
s634,Movie,"""Into the Wind""",2023-06-20,2018,TV-MA,76,min
s635,Movie,"""Wonder Boy""",2023-06-21,2019,TV-14,83,min
s636,Movie,"""Here Comes the Rain""",2023-06-22,2010,TV-MA,101,min
s637,Movie,"""The Ice Road""",2023-06-23,2021,PG-13,109,min
s638,TV Show,"""Ray""",2023-06-24,2021,TV-MA,1,Season
s639,TV Show,"""Sex/Life""",2023-06-25,2021,TV-MA,1,Season
s640,TV Show,"""Godzilla Singular Point""",2023-06-26,2021,TV-14,1,Season
s641,TV Show,"""Jiva!""",2023-06-27,2021,TV-MA,1,Season
s642,Movie,"""Sisters on Track""",2023-06-28,2021,PG,97,min
s643,TV Show,"""The Naked Director""",2023-06-29,2021,TV-MA,2,Season
s644,Movie,"""The Seventh Day""",2023-06-30,2021,R,87,min
s645,Movie,"""Good on Paper""",2023-07-01,2021,TV-MA,94,min
s646,Movie,"""Murder by the Coast""",2023-07-02,2021,TV-14,89,min
s647,Movie,"""The House of Flowers: The Movie""",2023-07-03,2021,TV-MA,88,min
s648,TV Show,"""The Parisian Agency: Exclusive Properties""",2023-07-04,2021,TV-G,1,Season
s649,TV Show,"""Too Hot to Handle""",2023-07-05,2021,TV-MA,2,Season
s650,Movie,"""Broken""",2023-07-06,2019,TV-14,108,min
s651,Movie,"""O Vendedor de Sonhos""",2023-07-07,2016,TV-14,96,min
s652,Movie,"""Osuofia in London""",2023-07-08,2003,TV-MA,84,min
s653,Movie,"""Osuofia in London II""",2023-07-09,2004,TV-14,70,min
s654,TV Show,"""This Is Pop""",2023-07-10,2021,TV-MA,1,Season
s655,Movie,"""#Selfie""",2023-07-11,2014,TV-MA,125,min
s656,Movie,"""#Selfie 69""",2023-07-12,2016,TV-MA,119,min
s657,Movie,"""Love Is a Story""",2023-07-13,2015,TV-MA,105,min
s658,TV Show,"""The Mole""",2023-07-14,2001,TV-14,2,Season
s659,TV Show,"""Nevertheless,""",2023-07-15,2021,TV-14,1,Season
s660,TV Show,"""Bangkok Love Stories: Innocence""",2023-07-16,2018,TV-14,1,Season
s661,TV Show,"""Black Lightning""",2023-07-17,2021,TV-14,4,Season
s662,TV Show,"""Call My Agent!""",2023-07-18,2018,TV-MA,4,Season
s663,TV Show,"""Champions""",2023-07-19,2018,TV-14,1,Season
s664,TV Show,"""CharitÃ© at War""",2023-07-20,2019,TV-MA,1,Season
s665,TV Show,"""Cleo & Cuquin""",2023-07-21,2020,TV-Y,2,Season
s666,TV Show,"""Deadwind""",2023-07-22,2020,TV-MA,2,Season
s667,TV Show,"""Gameboys Level-Up Edition""",2023-07-23,2020,TV-14,1,Season
s668,TV Show,"""Glee""",2023-07-24,2015,TV-14,6,Season
s669,TV Show,"""Hap and Leonard""",2023-07-25,2018,TV-MA,3,Season
s670,TV Show,"""Locked Up""",2023-07-26,2020,TV-MA,5,Season
s671,Movie,"""Mobile Suit Gundam II: Soldiers of Sorrow""",2023-07-27,1981,TV-14,133,min
